,Accident ID,Event Type,Industry Type,Accident Title,Start Date,Finish Date,Accident Description,Causes of the accident,Consequences,Emergency response,Lesson Learned
638,544,Major Accident,General chemicals manufacture (not otherwise specified int the list),Release of toxic gas caused by an inline bellows ruptures on a hydrogen chloride recovery plant,2000-03-08 06:57:00,2000-03-08 09:50:00,"Failure of a pressurised system when an inline bellows ruptures on a hydrogen chloride recovery plant.  Release of toxic gas to atmosphere.  Reportable by virtue of people told to shelter x time confirmed &gt;500.  Visible cloud drifted off site towards residential area before dispersing.
","Bellows ruptured under pressure after less than 12 months use.  Found to be badly corroded internally. Suspect issues: design specification error or wrong spec bellows fitted or bellows damaged on installation or not properly maintained.
","Large off site population in vicinity of site confined indoors for more than 2 hours, nearby motorway closed and adjacent major ring-road closed.  Approx 10 people off site reported to hospital with eye irritation; none serious.  No other injuries.  Relevant part of plant out of action with consequent economic costs to establishment.
","Establishment shut-down process and fire-brigade used water sprays to help knock down HCL.  Several hundred people instructed to shelter by Police who also closed roads and motorway for about 3 hours.  Though to involved around 70 fire fighters.

",No immediate lessons evident.
639,807,Other Event,Processing of metals,Explosion in the smelter of a steelworks,1999-03-15 07:40:00,1999-03-15 00:00:00,"An explosion occurred in the smelter of a steelworks, in the cover over a casting ladle holding 240 tonnes of molten iron.","An elliptical hole, 15 cm x 7 cm, has been found during post-accident investigations. This apparently caused the leak of water from the cooling torus at the bottom of the smelter.","7 workers in the installation were injured, one of whom was seriously burnt and was hospitalised. The material damage was very substantial, amounting to a total of 90,000 Euros, and production was temporarily stopped, leading to a loss of production of 4.5 M Euros","The swiftness of the event meant that there was no particular intervention, save help for the victims.

",The installation was only allowed to restart after measures had been taken to eliminate the risks associated with water leaks.
640,852,Major Accident,Petrochemical / Oil Refineries,Explosion and fire caused by the release of flammable material on the pipline connecting the flare system of a refinery,1994-07-24 13:20:00,1994-07-27 07:00:00,"Release of flammable material, subsequent ignition followed by explosion and fires affecting Refinery Process units which led to a serious danger to persons inside the installation.",Rupture of pipeline leading to release of flammable material.,26 on-site personnel treated for minor cuts and abrasions: one hospitalised overnight. Major damage to refinery process plant. A number of off-site properties sustained primarily window damage.,"Full on-site emergency measures taken. External services supplied 130 fire fighters and 30 appliances on 24.7.94. On 25.7.94, scaled down to 6 appliances and subsequently 2 appliances on 27.7.94.",not known at this time; under investigation.
641,897,Major Accident,Chemical installations - other fine chemicals,Tank truck driver was killed when cleaning the residues of raw turpentine out of the tank,2011-06-07 22:30:00,2011-06-08 06:30:00,"Road tanker driver was killed when cleaning the residues of raw turpentine from the transport container The accident happened when the driver was cleaning the residues of raw turpentine from the transport container. The exact time of the event is unknow, but the driver had driven to washing station at the production site in Oulu (in northern Finland) by 22:30 o´clock on 7th June 2011. The following morning at 6:30 the driver was found dead. There were no eye witnesses, but it is assumed that the driver was killed because of breathing in turpentine vapours. The cleaning procedure was carried out with a water hose by opening the container´s manhole. The accident had no effects on the environment or property. ",The forensic investigation revealed that the driver had died of a heart attack. The probable cause was that the driver had breathed in harmful turpentine vapours. The risk of turpentine vapours was not fully realised before the accident even though a similar accident had happend only a few years earlier. The earlier accident had happend in a transport company's indoor washing facilities contrary to company's procedures and it was assumed that the death occured because of the washing being done inside. According to the procedure the tank wash of the raw turpentine residues had always to be done in the production site of the Arizona Chemical Oy. - The potential hazards of raw turpentine vapours were not identified.- The cleaning equipment was unsuitable for work.- No personal protection gear was worn.- Lack of proper operating procedures.- Lack of training.- Deficiencies in contractor (transport company) management.,The driver died. The accident had no effects on the environment or property.,Another road tanker driver arriving in the morning saw that someone was lying on the tank. He tried to revive the victim but nothing could be done. After that he ran to the control room and the operator called up the emergency service.,Leadership issues:- Management of transport companies as a contractor.- Safety is one criteria when choosing contractors. Operational attitudes and behaviour:- Proper safety equipment and working methods have to be available and have to be usedBusiness environment:- Proper working places and technical equipment (incl. working methods) have to be availableCompetence:- Tank truck drivers have to have proper equipment in their disposal and they have to be properly trained for the washing procedure.Oversight and scrutiny:- Deviations from safe operating procedures must be addressed consistently.Risk assesment and management: - Potential safety hazards of the raw turpentine vapours must be widely discussed.- The overall safety management; safety and risks at the site have to be understood and controlled in each activity carried out at the site.Organisational learning:- Overall information exchange between transport companies and plants should be increased.- Potential safety hazards of the raw turpentine vapours must be widely discussed.External regulation:- Lack of regulation regarding road tanker operations at the site.
642,450,Major Accident,"Production and storage of pesticides, biocides, fungicides",Release of toxic dust in a conditioning installation,1994-11-02 12:30:00,1994-11-02 19:00:00,"release of toxic and flammable substances in air, resulting in health effects on 3 fire-fighters and evacuation of several tens of persons.",equipment kept in operation during maintenance work,"release of toxic dust, explosion of dust cloud, fire propagating to adjacent facilities3 fire-fighters were affectedAffected Area: installationAffected Area: establishmentAffected Area: off-site: local",Evacuation of persons on-siteEmergency measures - Remarks: The water resources available to fight the fire proved to be insufficient. The water in the containment basin for polluted water (which should have been empty before the accident occurred) has therefore been used for the extinguishing. The off-site emergency plan was still not applicable (the plant just started its activities).,no information is given
643,73,Major Accident,Wholesale and retail storage and distribution (excluding LPG),Explosion and fire of butyl acetate vapours during drum-filling,2015-07-16 11:30:00,2015-07-16 12:45:00,"At around 11.30 a.m., when a driver employed by an external company (providing transport services to the company on an exclusive basis since 1990) was filling a drum with butyl acetate – or more probably when the last remaining liquid in the pipeline was being fed in – vapours inside the drum ignited, causing them to explode. The bottom of the drum was blown off by the pressure that had built up due to deflagration inside, causing the liquid in the drum, which was by now in flames, to spill out violently, partly onto the ground and partly onto the driver, who was taken to hospital with burns on 80% of his body and died 15 days later. The resulting fire spread to only a minor extent because it was fuelled essentially only by the spilled liquid. The quantity of liquid involved is estimated to be essentially the content of the pipeline, from the auxiliary pump situated at pavilion&nbsp;D to the dispenser nozzle, i.e. a quantity corresponding to the final stage of drum-filling (feeding in the last remaining liquid). Given the dimensions of the pipeline (approx. 22 m long and 1 ½” in diameter), this quantity is around of 25 litres max., equal to 22&nbsp;kg. The explosion of the drum can probably be attributed to the flammable atmosphere that had developed inside it igniting; such a flammable atmosphere normally forms above the free surface of a flammable liquid such as normal butyl acetate (flash point +27&nbsp;C°), which was the product being transferred when the accident occurred. The fire was put out within a few minutes with the fixed extinguishing equipment located in the drum-filling building and through the use of outside hydrants by the internal emergency team. The local fire brigade was called and arrived quickly on the scene when the fire had already been put out. The fire brigade finished the emergency intervention and securing of the site within a few minutes and took instrument readings to check whether flammable substances were present in the atmosphere.","The local public prosecutor’s office initiated judicial proceedings to examine the causes of the event. In this context, an official technical expert was appointed and submitted a report. The expert’s report formulates the hypothesis, which the operator agreed with during the site inspection, that the flammable mixture ignited because of an electrostatic discharge caused by the earth clamp not being properly in contact with the drum. Indeed, as confirmed on site during the inspection, the clamp did not have an interlock system. Such a system allows product to be transferred into a drum only once earthing has been confirmed. In addition, the drum-filling area did not have any system for detecting potentially hazardous atmospheres. These issues were mentioned in the technical report dated 30&nbsp;October 2015, which was drawn up by the working group appointed by the control authority to check on the instructions issued following the examination of the 2011 Safety Report and to analyse the accident. The report indicated, among other things, that the Operating Instruction entitled “Critical area: filling drums with substances and mixtures using the auxiliary pump. Managing drum filling under normal, anomalous and emergency conditions: building A, zone D1, tanks 15 to 21” version 10/2014, drawn up by the company within its safety management system and examined by the working group, does not deal with the transfer of butyl acetate. The Operating Instruction also requires the use of an earth clamp but does not envisage a check that equipotential bonding has actually taken place. It also provides that drum-filling be halted in the event of an anomaly, with the definition of anomaly being given in general terms in a separate procedure. The accident probably happened when the last remaining liquid in the pipeline was being fed in, with vapours inside the drum igniting, causing the explosion. It is interesting to note that it is when the last acetate residues are being fed in that the risk is highest of an explosive atmosphere forming inside the drum above the free surface of the liquid phase, since the quantity of liquid being added is low. Under such conditions it is more likely that the flammable mixture will be within the flammable range. The details outlined above are confirmed in the official technical expert’s report.
Another matter to consider concerns the training of the victim: as stated by the operator and in the report, his job description as a driver did not include transferring products into drums (even though the worker was probably aware of the procedures for carrying out this operation, at least from having watched other staff do it). In addition, a further ‘aggravating’ factor in the accident that caused the death of the worker caught up in the explosion is that this death could probably have been avoided if the worker had been wearing all the personal protective equipment (overalls, helmet, etc.) required when filling drums, in particular fireproof antistatic overalls, which would have protected the area of his body that was most seriously burned by the flames. Indeed, the operator has stated that, when the explosion occurred, the deceased worker was wearing antistatic shoes and gloves but no overalls, helmet or goggles. Lastly, on the day of the accident, the fact that the worker was not using personal protective equipment was not noted/remarked upon either by colleagues who were involved in other transfer operations but did come into contact with him, or by management staff supervising operations and present that day in the offices.","Personal injury/death.
The event caused the death of the worker filling the drum. The fact that the vapours inside the drum ignited caused them to explode. The bottom of the drum was blown off by the pressure that had built up due to the deflagration inside, and the liquid in the drum, which was by now in flames, spilled out violently, partly onto the ground and partly onto the worker, who was burned on his face, torso, upper and lower limbs &ndash; a total of 80% of his body &ndash; sparing only his upper thorax, inner abdomen, hands and the soles of his feet (because of the protective gloves and shoes). The worker was immediately given first aid and taken to hospital, where he died of complications 15 days later (on 31 July 2015).Material damage.The fire spread to only a minor extent because it was fuelled essentially only by the spilled liquid. It caused limited damage to drum-filling station D1 inside building A. During the inspection committee&rsquo;s site inspection, station D1 still showed evident damage caused by direct flame exposure, both at ground level and on devices and equipment up to a height of around 6&nbsp;m above ground. As indicated in the official technical expert&rsquo;s document and declared by the operator:&nbsp;
all the components present were damaged: the roller conveyor delivering drums, the roller conveyor bringing drums to the scales, the button console, the scales, the local extractor fan and the dispenser nozzle. After the event, the dispenser nozzle used to fill the drum displayed signs of a blast;
the drum-filling pipeline near D1 and the roller conveyor delivering drums were also damaged to a lesser but still significant extent. In the surrounding area, five drums exploded and their bottoms and lids can be seen in the photos taken by the official technical expert. One of the exploded drums lost its bottom, whilst the lid, without the cap, remained attached. There were caps on the lids of all the other exploded drums. The vapour extractor was found burned and positioned above the drum. There was no evidence to state whether it had been turned on. The auxiliary pump was found switched on.&nbsp;
Overall, the damage observed can be attributed to the results of a pool fire resulting from the spillage onto the ground of a relatively minor quantity of flammable liquid and a number of deflagrations within some drums.","The extent of the fire was limited to the drum-filling area. It was thus put out within 15/20 minutes, with the internal emergency team working for 10 minutes and the fire brigade, which had been called out, working for another 5 minutes. The company deployed the manually operated fixed extinguishing system and used two hydrant-connected UNI45 hoses to put out the flames in station D1, one dry powder extinguisher for the flames engulfing the victim’s legs and a fire blanket on the victim. The emergency was managed by three members of the internal emergency team to put out the fire, two people to give the victim first aid and one person to communicate with outside bodies, the medical emergency services and fire brigade. No alarm was sounded to evacuate staff from the plant, because the evacuation alarm system was undergoing maintenance when the accident occurred. The outside bodies that intervened were: fire brigade teams from the local fire department with specialised NCBR (nuclear, chemical, biological, radiological) support, helicopter ambulance, police forces, local police, health and safety at work service and regional environmental protection agency.","The information gathered and the reconstruction and analysis of the event in question make it possible to identify certain critical points for improvement. These are directly linked to the causes and were also included amongst the instructions issued by the ‘Seveso’ control authorities and health authorities in relation to the accident:&nbsp;
the need for the operations prior to filling drums to include a check that the mobile container to be filled has been equipotentially bonded. When the result of this check is negative, it must not be possible for the filling pumps to be started up;there must be a ban on filling drums when the following conditions arise:

malfunctioning of the extractor fan serving the drum-filling area or failure to turn it on;
detection of flammable atmospheres in the drum-filling area, through installation of a system for detecting flammable vapours;
the mobile container has been filled to its maximum capacity for the substance in question;

the risk analysis must cover all possible accident types linked to drum-filling;the risk assessment document for explosions must be updated, ensuring that all items of equipment installed in explosion hazard areas are suitable for those areas based on the area classifications;the safety management system must be re-examined in terms of risk analysis, training of in‑house and outside personnel and operational supervision, particularly for the transfer of flammable liquids into mobile containers. In particular, the training of in-house personnel must be improved as regards the systematic use of the personal protective equipment for product transfer operations."
644,482,Major Accident,Plastic and rubber manufacture,Fire devastated a part of a plant where rubber-like materials are produced and used,2000-01-20 16:50:00,2000-01-22 12:00:00,"A fire devastated a part of a plant where rubber-like materials are produced and used. When the accident occurred, the installation was not classified as a Seveso plant: therefore, the accident was notified as an OECD database accident (Other Event).The accident has been classified as Level 2 of the severity scale (due to the number of injured persons).The accident is notified because the management of this type of situation (fire involving a storage of rubber or rubber products inside a building) provides many lessons: in relation to risk, but also to environmental pollution (water and air).","An external contractor company, which had a hot-work permit, was carrying out maintenance operations involving the installation-removal of metal elements, which in turn involved welding and cutting with a blowtorch. In all probability and subject to the conclusions of the judicial inquiry being carried out, the most plausible hypothesis seems to be that a small piece of molten metal ignited a slow combustion associated with pyrolysis of rubber which was stored nearby on palettes, a combustion which went on for an unknown period of time before the fire broke out.","Nine persons were injured: 6 members of the on-site fire-brigade and, 3 members of the off-site fire-brigades&nbsp; (including a bone fracture which occurred while removing equipment after the fire was extinguished).The accident was contained to building O 24, due to the successful measures adopted by the fire fighters&nbsp; to prevent the fire from spreading to nearby buildings (namely a laboratory, oil and storage warehouses, and an electric transformer unit).Property damage was extensive. Most part of the damaged building will have to be demolished. 1.415 tonnes of gum were affected by the fire. The only important machine present in the building, an automatic weight-dosing machine (MAC BU), separated from the fire by a wall, and the majority of the chemical products were protected by the firemen and not damaged. The economic consequences were relatively limited. Only the buffer stocks of raw materials and a large portion of building O24 were destroyed. No essential installation was affected. Technical unemployment was not&nbsp; considered and the MAC BU machine was rapidly placed back into service.From the beginning of the occurrence it was possible to state that, in all likelihood, the nature of the materials involved&nbsp; into the combustion process would present limited toxic hazards, although the size of the fire and the incomplete combustion would cause a spectacular smoke plume rich in unburned particles (soot).The fire department&nbsp; performed a few basic air quality tests, in the immediate proximity of the fire, without detecting toxic compounds. The ATMO network for the air quality monitoring of the Auvergne region did not detect any dramatic increases of air pollutants. The air quality remained below thresholds over the urban area. However, there were numerous requests for information. - The real-time measurements starting from January 21st, 2000, - the mobile laboratory of the ATMO network set-up along the axis followed by the smoke cloud, - and additional measurements, on dust and particle fallout, performed by an approved organisation over the following weeks,confirmed that at the highest pollution peak, the concentrations of dust in the ambient air, outside the smoke cloud, remained much below the average daily exposition threshold recommended by WHO.All measurements data gathered until now confirm that the cloud caused a few temporary increases of dust and sulphur dioxide concentrations. Particle fallout remained very localised. The values measured remained below concentrations which can occur during unfavourable meteorological conditions for the dispersion of urban pollutants- thermal inversion anticyclonic period #No major impact was measured during or after the fire (death to fish, plant life, etc.). Afterwards, large monitoring campaigns have been carried out in order to analyse and evaluate non visible effects. The results are detailed in the paragraph ""Actions taken"". Long and complex analyses were also carried out on the sediments.","After detection of the fire the on-site fire brigade made an initial attempt to extinguish the fire which was unsuccessful, the fire brigade of the nearby city alerted for support arrived rapidly. The off-site fire brigade requested reinforcement from other fire-brigades in neighbouring cities and departments (regions), once confronted with the rapid spread of the fire. A total of 500 firemen were involved in the emergency response operations with a peak of 130 firemen simultaneously.The favourable environmental conditions for the dispersion of the smoke cloud associated with the absence strong wind were favourable to the emergency response operations and have permitted to avoid spreading the fire to adjoining buildings. In fact an important assembling shop and a research laboratory adjoining the building are of a fundamental importance for the operation of the site and of the company.Large amounts of emulsifiers were needed for the fire fighting operations, in fact of 100.000 litres of used estimates that 90.000 m3 requisitioned i the Auvergne region 80.000 were used for the fire-fighting operations. An analysis of the amounts of water used estimates that 90.000 m3 of extinguishing water were used during operation to extinguish the fire, a third of which were used by the sprinkling systems.While during the fire and in the following weeks, attention in the press was primarily drawn on the large smoke cloud which could be observed during extinguishing operations, actions taken by the public authorities and DRIRE have taken all possible hazards into account as soon as the accident happened.It should be noted, however, that the facility does not present elements making any major hazard as likely&nbsp; (absence of a significant inventory of toxic products, easily flammable products or explosive substances, etc.).&nbsp;","With hindsight, knowing how difficult it is to extinguish a large rubber fire, it seems that the fire could have been controlled and extinguished much better, if the means of response, which were limited, had been faster..&nbsp;&nbsp;&nbsp; The time delay between the start of the fire and the decision to inundate (""deluge"") the storage facility appears to be rather long (1h20). The absence of automatic systems highlighted the fact that it was impossible to activate manually the relevant devices, as they were not accessible, being located in the immediate proximity of the flames rather than outside the building. Wherever the sprinkling valves could be activated quickly, the stocks were protected and the fire prevented.&nbsp;&nbsp;&nbsp; Particular attention should be given to hazardous substances (distribution, storage and traceability), to the capacity for quick and automatic response in case of an accident, to the creation of emulsifier stocks (sufficient quantities), to the preparation of retention ponds which are adequately sized for the extinguishing water in case of a fire.Although the incapacity to retain the extinguishing water appears to have had no consequences, it has become the subject of intense considerations which aim to find solutions that can be applied also to all other establishments of the same type.Moreover, in the light of the results of the technical inquiry being carried out in relation to the accident, corrective measures have been prescribed. Generally speaking, a risk assessment and an evaluation of the prevention measures have been undertaken (updating of the hazard studies, consideration of possible domino effects, possible third party expert evaluations)."
645,1070,Major Accident,Manufacture of food products and beverages,Explosion and fire during the maintenance,2015-09-22 07:55:00,2015-09-22 12:45:00,"Explosion and fire at the distillation unit in the establishment for production of bioethano.
1. The occurrence of an uncontrollable chemical reaction.2. Series of explosions in reactor pressure vessel.3. Subsequent fire of leaking substances and equipment.","The direct cause of the explosion was the pumping of 50% nitric acid into a collecting tank with a residual alcohol of about 70% during the maintenance of the plant. An exothermic reaction developing large amounts of gases developed, pressurizing the tank above its strength, tearing it, and generating a pressure wave. Then a fire occurred.This was a non-standard drawdown decided by a distillery technologist and not in accordance with approved working procedures.",Human and Cost Consequences are listed below.,"10 Fire Rescue Brigades&nbsp;has been in operation for 4 hours.
Extinguishing foams were diluted and poured into storage tanks, where they were completely neutralized.","Personnel change was made to the position of a distillery technologist, control mechanisms were modified, there will be extra trainings.
A change management system has been introduced."
646,124,Major Accident,Petrochemical / Oil Refineries,Fire at refinery following hydrogen leakage from failed tube,2016-12-01 15:40:00,2016-12-02 07:50:00,"At around 3:45 p.m. on 1 December 2016, a fire broke out in the facility at the refinery where residues from the vacuum plant are converted into light products, a confined area of small size compared to the refinery as a whole. The Internal Emergency Plan (IEP) was triggered immediately and, in line with it, the authorities were notified of what had occurred. The steel structures in the vacuum residue conversion facility were caught up in the fire. The firefighting equipment and vehicles at the refinery were used to fight the fire and bring it under control.","The accident is presumed to have been caused by a mechanical failure of the system for regulating a secondary supply line providing the reactor with hydrogen. The rupture caused a hydrogen leak and thus a jet fire (at an elevation of about 8 m from ground level) that affected other components and equipment.The assessments carried out showed that the rupture occurred close to a valve in the hydrogen pipe with clamp connectors, in the vicinity of the reactors. The causes of the rupture were identified as being the result of anomalous operation of the facility due to reduced/non-existent hydrogen flow that led to cooling by natural convection and consequent thermal stress. The loss of flow in the pipe occurred because of a compressor becoming blocked and a second compressor reducing to minimal flow.The fire then caused some other components in the facility to rupture, leading to a partial release of hydrocarbons. This was also the result of the malfunctioning of a cut-off valve when operated manually, probably because of a power cut owing to the power supply panel being affected by the fire.There was also a fire near the air coolers that broke out when the facility was depressurised rapidly because of stresses in excess of those designed for.","The facility suffered such major damage that it had to be rebuilt. There is no record of the event having consequences for human health, the environment or non-company property. The data recorded by the air quality monitoring network did not reveal significant increases in the concentration of the pollutants measured.","At 3:40 p.m. a worker on the spot noticed a leak in the structure behind the reactor and reported it to the control room. The operational staff who went to the location found white smoke leaking from the hydrogen supply line followed by the outbreak of a fire with a light-coloured, horizontal flame. The alarm was raised and the order given for the unit to be rapidly depressurised and cut off. The firefighting team attended an air cooler where a fire was clearly breaking out and in the vicinity of the reactor using the necessary firefighting vehicles and equipment to contain the incipient fire and cool the surrounding metal structures. The fire brigade was called at 4:05 p.m. once it had become clear how serious the situation was. When the firefighters arrived, they continued the containment and cooling activities with the help of refinery personnel. Operations continued through the night until 7:50 a.m. on 2 December, with cooling and control activities going on until the afternoon of 2 December. As per the IEP, the local authorities were kept constantly abreast of how the accident was developing, both by the company and by fire brigade representatives present on site. Based on how the situation developed, the local authorities did not deem it necessary to trigger the External Emergency Plan (EEP).","After the accident, the operator provided the relevant technical authorities with the plan for rebuilding the facilities affected by the events, indicating the improvements that had been identified following an analysis of the operational experience and the additional preventive and protective measures aimed at avoiding any repeat. Following the analysis of the causes of the accident, the measures proposed concern both redesigning parts of the facilities and implementing additional management measures to monitor critical equipment."
647,685,Major Accident,General chemicals manufacture (not otherwise specified int the list),Explosion followed by fire in a high pressure hydrogenation installation,1997-07-26 00:00:00,1997-07-26 00:00:00,Explosion followed by fire in a high pressure hydrogenation installation,"human failure (incorrect operation)

","One staff member suffered burns (second to third degree, involving 35% of the skin) caused by the released hot melt, and was taken by a helicopter to a dedicated treatment centre. Two staff members suffered shock, while another one broke his foot while climbing down a ladder after the detonation. The material damage amounts to ca. 2.000.000 DM 1.000.000 EURO.

","The circuit breakers of the hydrogen feed valves and the pump valves were actuated. The on-site emergency response service was immediately alerted and extinguished the fire. One staff member was taken by helicopter to a dedicated treatment centre.

","Supplementary training and instruction of the personnel on the topic ""Tightening of stuffing box packings "", with a particular focus on the lessons learned from this accident. Instruction on hazards of working with pressurised equipment.
Safety-related conferences.
For a certain time, a person in charge will inspect the accuracy of the tightening operation carried out by the personnel.
Afterwards, random inspections of the operation will be carried out by a person in charge.



"
648,424,Major Accident,"Production and storage of pesticides, biocides, fungicides",Escape of a jet of a gaseous mixture of hydrogen and nitrogen and explosion during maintenance works,1989-02-23 10:00:00,1989-02-23 00:00:00,"ACCIDENT CASE HISTORY DESCRIPTION:
A minor leak had been detected in a flange on the piping of the ammonia synthesis loop.The company called a specialized external contractor to perform an on-stream repair of the valve, selected both for the limited extents of the leakage and the economic costs and efforts associated to a shut-down of a very complex system. The on-stream repair consisted in (see the drawing attached to the Original Report):
- fabrication of a special bracket in two parts adapted to the dimensions of the flange of the valve;
- injection of filling material in the bracket around the flange (the material had to be injected at a pressure higher than the operating pressure inside the pipe).
During the repair some stud bolts broke causing the escape of a jet of a gaseous mixture of hydrogen and nitrogen at 250 bars. The escaping mixture exploded, killing 2 workers.","CAUSES:
Investigation revealed that two causes have probably contributed to the accident:
1- the flange stud-bolts of the valve have been replaced by others made of a material not equivalent to the one originally specified;
2- the maintenance company performing the repair have not taken into account the overpressure on the stud-bolts due to the injection of the filling material in the bracket.",EFFECTS ON PEOPLE:2 workers were killed by the explosion.MATERIAL LOSS:The explosion damaged the valves and the pipings of the plant. No data are available about the cost of the damages. A prolonged shut-down of the plant was necessary.Affected Area: installation,"INTERNAL TO THE ESTABLISHMENT:After the explosion, the ammonia production unit was shut-down. No off-site emergency measures were necessary (code 7703). No emergency measures are still required, neither on-site nor off-site (code 7703).","Measures to prevent recurrence: After the accident, the following measures were established:
- compilation of written maintenance procedures with emphasis on safety issues;
- establishment of the sequence of operations to be followed during repair of such valves."
